"id","name","price","original_price","rating","filtration_capacity"
339,"Kinsco Aqua Punch | Needs No service For 2 Years 15 L RO + UV + UF + Minerals + Copper Water Purifier","6,599","20,000","4.2","Filtration Capacity: 15 L/hr"
340,"Always Gravity Based Ultra Filtration Water Purifier Spare Parts Spun+ UF memb 15 L Gravity Based + UF...","499","999","3.9","Filtration Capacity: 7 L/hr"
341,"AQUA Candy Red Model RO+UV+UF+TDS+Copper Filter 15 L RO + UV + UF + TDS Water Purifier","3,931","14,500","4.6","Filtration Capacity: 15 L/hr"
342,"R.K. AQUA FRESH INDIA Sensible-06Ltrs Alkaline Enriched 6 L RO + UV + Minerals + Alkaline Water Purifi...","5,099","15,999",NULL,"One Year Warranty On all Electronic Parts Except Uv Lamp For Every Visit Customer Have to pay 350Rs Directly to Technician"
343,"Rama Superfine Tap for Gravity-Fed Water Filters Tap Mount Water Filter Gravity Based Water Purifier","169",NULL,"4.5","NA"
344,"AQUA grand Epic Model 12 Ltr RO+UV+UF+TDS Controller 12 L RO + UV + UF + TDS Water Purifier","3,829","14,500","3.9","Filtration Capacity: 15 L/hr"
345,"KENT GOLD+(11015) 20 L Gravity Based + UF Water Purifier","2,899","3,300","3.9","Not Applicable"
346,"SAMTA Techno Under The Counter/Under Sink 10 Litre  + Alkaline(Korean) + Antioxident + Reducing ORP + ...","9,950","25,990","4.3","Filtration Capacity: 10000 L/hr"
347,"V-Guard Rejive 5 L UV + UF + MIN + Cu + SS Water Purifier Copper, with Stainless Steel Storage Tank","10,199","14,999","3.7","Filtration Capacity: 30 L/hr"
348,"Kinsco Aqua Flame Copper Charge Ro 15 L RO + UV + UF + Copper + TDS Control Water Purifier","4,399","20,000","4.4","1 Year Warranty on Electrical items"
349,"Tata Swach 75 8 L Gravity Based Water Purifier","2,700","5,000",NULL,"6 month"
350,"BePURE 4G Hot and Cold 9 L RO + UV + UF + TDS Water Purifier with Hot and Cold Features","12,599","24,999","4.1","Filtration Capacity: 15 L/hr"
351,"Aquaguard ASTOR RO+UV+MTD ALKALINE 7.2 L RO + UV + MTDS + Alkaline Water Purifier","15,900","25,000","4","COMPREHENSIVE"
352,"HAVELLS UV Plus 7 L UV + UF Water Purifier 5 Stages with storage tank, revitalizer with Smart Alerts a...","9,449","12,699","3.8","1 Year Warranty"
353,"FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier","7,990","14,990","4.3","1 year warranty on product"
354,"NILE SUNRISE RO WATER PURIFIRE 10 L RO + UV + UF + TDS + Mineral Water Purifier","8,000","16,999",NULL,"AS PER LOCAL TECNICION"
355,"AQUA Black Crux Copper Model 12 L RO + UV + UF + Copper + TDS Control Water Purifier","3,984","14,500","4.3","Filtration Capacity: 12 L/hr"
356,"Aqua Fresh Crystal WH LED+COPPER+RO+UV+TDS 12 L electric borewell water purifier 12 L RO + UV + Copper...","5,497","15,999","3.9","Filtration Capacity: 12 L/hr"
357,"Aquagrand Skyland Model With TDS controller 18 L RO + UV + UF + Minerals Water Purifier","3,939","14,500","4.4","Filtration Capacity: 18 L/hr"
358,"Always Steelguard RO with Stainless Steel Tank with LED display and Pre filter 9 stage 7 L RO + UV + M...","7,109","24,999","4.2","Filtration Capacity: 15 L/hr"
359,"KENT 111149B Maxx Alkaline-B 7 L UV + UF + Alkaline Water Purifier","10,100","11,500","3.7","1 Year Warranty Provided by the Manufacturer from Date of Purchase"
360,"Aquagrand Skyland Model With TDS controller 18 L RO + UV + UF + Minerals Water Purifier","3,939","14,500","4.4","Filtration Capacity: 18 L/hr"
361,"Always Steelguard RO with Stainless Steel Tank with LED display and Pre filter 9 stage 7 L RO + UV + M...","7,109","24,999","4.2","Filtration Capacity: 15 L/hr"
362,"KENT 111149B Maxx Alkaline-B 7 L UV + UF + Alkaline Water Purifier","10,100","11,500","3.7","1 Year Warranty Provided by the Manufacturer from Date of Purchase"
363,"Pureit COPPER+ ECO 8 L RO + UV + MF + Minerals Water Purifier","23,989","32,699","4.3","1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables & Germkill Kit. Technician Visit"
364,"Aqua Ace 235 32 L UV Water Purifier","3,884",NULL,"4","1 Year Warranty On All Electric Parts I.e Booster Pump & SMPS "
365,"E.F.M Swift Water Purifier Regular Domestic RO System 16 L RO + UV + UF + TDS Water Purifier","4,199","9,000","3.9","Filtration Capacity: 16 L/hr"
366,"NILE aqua 2090 10 L RO + UV + CU Guard + Alkaline Enhancer + Mineral Water Purifier","7,899","14,500",NULL,"SERVICE WARRANTY"
367,"KENT Black Crystal Star-B 11 L RO + UV + UF + TDS Water Purifier","20,990","24,500","4.8","Filtration Capacity: 20 L/hr"
368,"Aquagrand AQUA2090 | NEXT Technology |Multiple Purification System | Smart LED 10 L RO + UV + UF + TDS...","5,119","14,500",NULL,"Filtration Capacity: 10 L/hr"
369,"DPW SWIFT RO +UV+UF+TDS+ALKALINE RO WATER PURIFIER 15 L RO + UV + UF + Alkaline Water Purifier","4,199","14,998","5","2 years warranty for electrical parts (Pump"
370,"Pureit CLASSIC NXT 7 L RO + MF Water Purifier","8,190","10,499","4.4","1 YEAR PUREIT INDIA WARRANTY"
371,"Aqua Fresh AQUA BIZ BLACK TPT 10 L RO + UV + UF + Copper + TDS Control Water Purifier with Prefilter","3,899","16,500","3.8","Filtration Capacity: 10 L/hr"
372,"Aqua Ultra Reeva RO+B12 Technology Water Purifier 10 L RO + MF Water Purifier","4,199","14,500","3.6","Filtration Capacity: 15 L/hr"
373,"Aqua Health India PP 10 L UF Water Purifier","132","800",NULL,"No Physical damage"
374,"AquaDpure Bio-Alkaline Water Purifier with Pre Filter & Aqua Copper Infuser Technology 12 L RO + UV + ...","4,949","24,999","4","Filtration Capacity: 12 L/hr"
375,"hul purite classic23 liter 23 L Gravity Based Water Purifier","2,500","2,900",NULL,"1 year"
376,"Remino 10 Inch 5 Micron Heavy Spun Pre Filter(PP) Water Purifier Filter Housing for 12 L RO Water Puri...","399","999","4.1","Please Insure Proper Installation For Long Product Life for more information related service kit please contact us 9752883757"
377,"Prestige Tattva 1.0 SS 16 L Gravity Based + EAT Water Purifier","3,000","3,995","3.9","1 Year Warranty"
378,"Grand plus AQUA JIO 10 L RO + UV + UF + TDS Water Purifier","3,799","16,500","3.5",NULL
379,"AquaDpure Active Alkaline & Zinc water purifier,8 stages purification 12 L RO + UV + UF + Minerals + C...","4,949","24,999","4","Filtration Capacity: 12 L/hr"
380,"MarQ by Flipkart Titanium Golden India 1st BIS (IS 16240 :2023) CM/L8100159306 8 L RO + UV + UF + TDS ...","5,499","16,500","3.9","Filtration Capacity: 8 L/hr"
381,"AQUA TRENDY & CLASSIC DESIGN AQUA9090 Model With Smart LED Display 13 L RO + UV + UF + TDS Water Purif...","5,199","15,000",NULL,"Filtration Capacity: 13 L/hr"
382,"proven Alkaline + ORP with Active Copper 12 L RO + UV + UF + Copper + TDS Control Water Purifier","5,249","16,990","4.2","One year warranty for electrical parts"
383,"AQUA Pearl Copper Water Purifier 12 L RO + UV + TDS Water Purifier","5,999","17,999",NULL,"Filtration Capacity: 20 L/hr"
384,"AQUA GRAND RO UV UF TDS AND MINERAL 12 L RO + UF + UV + UV_LED + TDS Control Water Purifier","3,949","12,999",NULL,"Filtration Capacity: 20 L/hr"
385,"Always Gravity Water Purifier|with Active COPPER & ZINC Booster | Non-Electric 15 L Gravity Based Wate...","2,499",NULL,"4.1","Filtration Capacity: 15 L/hr"
386,"Tata Swach 45 100 L Gravity Based + EAT Water Purifier","2,500","3,000",NULL,"1 year"
387,"Aquaguard NEO UV+UF+MC 7.2 L UV + UF + Alkaline Water Purifier","9,900","15,000","3.1","COMPREHENSIVE"
388,"MarQ by Flipkart Glam Edition India 1st BIS (IS 16240 :2023) CM/L8100159306 8 L RO + UV + UF + TDS + A...","5,499","16,500","3.9","Filtration Capacity: 8 L/hr"
389,"AquaActive Hot Normal Cold Water Purifier RO+UV Mineral Water Purifier +TDS Controller, 10 L RO + UV +...","12,044","33,000","4.3","Filtration Capacity: 12 L/hr"
390,"Aqua Health India PP 10 L UF Water Purifier","132","800",NULL,"No Physical damage"
391,"Aquaguard Copper Superio 5 L UV + UF + MIN + Cu + SS Water Purifier","12,490","21,000","3.4","1 Year Comprehensive Domestic Warranty"
392,"AO Smith PRO PLANET P6 10 L RO + SCMT Water Purifier","25,490","31,100","4.3","ALL PARTS"
393,"AO Smith PRO PLANET-P6 9 L RO + SCMT Water Purifier","25,499","31,100","4.5","1 Year manufacturer warranty"
394,"Tata Swach 560 12 L UF Water Purifier","3,500","4,000",NULL,"1"
395,"LIVPURE Zinger Copper 6.5 L RO + UV + UF + Minerals + Copper Water Purifier 70% Water Recovery","16,690","20,990","4","1 Year Warranty"
396,"LG WW182EP 8 L RO + UV + UF Water Purifier Dual Protection Airtight Stainless Steel Tank, Mineral Boos...","33,999",NULL,"4.5","Filtration Capacity: 10 L/hr"
397,"AO Smith Z8 10 L RO Water Purifier","25,500",NULL,"5","1 Year Comprehensive Warranty & 1 Year RO Membrane Warranty if TDS is < 2000 ppm Hardness is < 400 ppm"
398,"AQUA MARS 9 L RO + UV + UF Water Purifier","4,888","13,999","3.7","6"
399,"AQUA Grand Copper Water Purifier 12 L RO + UV + UF + Minerals + Copper Water Purifier","3,949","12,999",NULL,"Filtration Capacity: 20 L/hr"
400,"Marchio Aqua Grand Plus Copper water Purifier 12 L RO + UV + TDS Water Purifier","4,273","19,500","4.7","Filtration Capacity: 12 L/hr"
401,"Grand plus Banza without LED Black 12 L RO + UV + CU Guard + Alkaline Enhancer + Mineral Water Purifie...","3,799","16,500","3.8","1 Year Manufacturer Domestic Warranty on MOTOR and SMPS only & Service/Visit charges applicable"
402,"Kaveri Skyland 18 L RO + UV + UF + TDS Water Purifier","4,084","14,500",NULL,"Filtration Capacity: 18 L/hr"
403,"Grand plus Qube ultra smart Led Display 8 L RO + UV + UF + Copper + TDS Control Water Purifier with Pr...","3,799","16,500","3.7","Filtration Capacity: 6 L/hr"
404,"KENT Elegant Alkaline 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier","15,399","19,500","4.4","Filtration Capacity: 15 L/hr"
405,"Grand plus SMOKE TPT SWIFT 14 L RO + UV + UF + TDS + ALK + Copper Water Purifier","3,999","16,500","4.2","Filtration Capacity: 14 L/hr"
406,"Aqua Fresh MINERAL POT UF FILTER NON ELECTRIC (NO TASTE CHANGE) WATER PURIFIER 16 L Gravity Based Wate...","1,001","2,999","3.3","OFFSITE WARRANTY ON MANUFACTURING DEFECT."
407,"AQUA Epic 15 L RO + UV + UF + TDS Water Purifier","3,795","14,500","4.4","Filtration Capacity: 15 L/hr"
408,"Noir Aqua ESVY Premium RO Water Purifier For Home with B12 Alkaline Filter + Pre Filter 9 L RO + UV + ...","5,799","12,999","4","Filtration Capacity: 18 L/hr"
409,"KONVIO Neer Swift Orange Budget Water Purifier 13 L RO + UV + UF + TDS Water Purifier","5,499","19,999","3.4","Filtration Capacity: 13 L/hr"
410,"Puroace Dolphin King+ 9 L RO + TDS Water Purifier","4,499","7,299","3.3","Filtration Capacity: 15 L/hr"
411,"Aquaguard RO+UV+UF+MTDS with Alkaline Technology 6.2 L RO + UV + MTDS + Alkaline Water Purifier","16,498","19,165","4.4","BRAND WARRANTY"
412,"Tata Swach BM-LOK-254 14 L Gravity Based Water Purifier","1,599","1,699",NULL,"1"
413,"Aquaguard Copper Superio 5 L RO + UV + MTDS + SS Water Purifier","18,200","24,500",NULL,"1 Year Comprehensive Domestic Warranty"
414,"AquaDpure 100 LPH Commercial RO + UV Water Purifier System/Plant 100 Liter Per hour Stainless Steel Fu...","16,950","56,899","4","Filtration Capacity: 100 L/hr"
415,"Aqua Active RO+UV+Mineral+B12+PH+TDS Controller 10L 10 L RO + UV + UF + TDS Water Purifier","8,099","28,000","4.1","Filtration Capacity: 16 L/hr"
416,"HAVELLS Pro 7 L RO + UV Water Purifier 7 Stages, Patented Corner/wall mounting","13,990","15,999","4.1","1 Year Warranty"
417,"V-Guard Requpro UV+UF+Minerals with Stainless Steel Tank 5.5 L UV + UF Water Purifier","10,699","18,399","3.6","Filtration Capacity: 30 L/hr"
418,"Kinsco Aqua water filter 6 stage 15 liter  15 L RO + UV + UF + TDS Water Purifier with Prefilter","4,599","20,000","4.2","Filtration Capacity: 15 L/hr"
419,"Aqua Fresh Black Strom Ciaz 12 L RO + UV + CU Guard + Alkaline Enhancer + Mineral Water Purifier","3,799","16,500","3.6","1 Year Manufacturer Domestic Warranty on MOTOR and SMPS only & Service/Visit charges applicable"
420,"V-Guard REJIVE RO+UV+MIN+ALK (SS) 5 L RO + UV + MIN + ALK + SS Water Purifier Minerals, Alkaline, with...","12,999","23,049","4.3","Filtration Capacity: 15 L/hr"
421,"AQUA NATURAL WATER 12 L ALKALINE VITAMIN B12 RO_UV_UF _TDS_ALKALINE B12 12 L RO + UV + UF + TDS Water ...","3,698","15,500","4","Filtration Capacity: 12 L/hr"
422,"water solution Aqua Mars RO Water Purifier Stock 9L / Capacity Per hr 15 L RO + UV + CU Guard + Alkali...","8,200","15,000",NULL,"Filtration Capacity: 15 L/hr"
423,"AquaDpure Zinc RO Water Purifier with Bio Copper and Alkaline Fiter 12 L RO + UV + UF + TDS + Alkaline...","4,949","24,999","4.3","Filtration Capacity: 12 L/hr"
424,"AquaDpure RO+UV Water Purifier with Aqua Copper Infuser Technology 12 L RO + UV + UF + Copper + TDS Co...","4,999","24,999","4.2","Filtration Capacity: 12 L/hr"
425,"Always Gravity based Water mineral Filter And Purifier +3 extra Dust Candles 15 L Gravity Based Water ...","1,799","2,500","4.1","Filtration Capacity: 20 L/hr"
426,"KENT grand plus uv in tank 9 L RO + UV + UF + TDS Water Purifier","18,900","23,500","4.1","1 Year Warranty + 3 Years free service"
427,"Blair ALFA ALKALINE 12 L RO + UV + UF + TDS Water Purifier","4,628","19,990",NULL,"Filtration Capacity: 15 L/hr"
428,"AQUA JADE 10 L RO + UV + Alkaline Water Purifier","5,299","14,999","3.6","Filtration Capacity: 18 L/hr"
429,"Always AQUA DOLPHIN Without RO 10 L UV + UF + Minerals + Copper Water Purifier","2,249","11,000","3.3",NULL
430,"AQUA AQUAMABLACK 10 L RO Water Purifier","5,999","18,999",NULL,"Filtration Capacity: 12000 L/hr"
431,"LIVPURE GLITZ SILVER 7 L RO + UF Water Purifier","10,746","12,490","3.9","I Year Manufacturer Warranty"
432,"Apeiron Stainless Steel 18 LTR Ceramic Water Purifier 18 L Gravity Based Water Purifier","1,998","1,999",NULL,"NA"
433,"Aquaguard regal ro+uv+mtds+alkaline 7 L RO + UV + MTDS + Alkaline Water Purifier","16,400","21,500","3.9","COMPREHNSIVE"
434,"AQUA Epic Model 12 Ltr RO+UV+UF+TDS Controller 12 L RO + UV + UF + TDS Water Purifier","3,999","14,500","4","Filtration Capacity: 12 L/hr"
435,"KENT PEARL ZWW MINERAL RO-11098 RO+UV+UF+TDS CONTROLLER (BLUE&WHITE) 20 LTR /HR 8 L RO + UV + UF + TDS...","16,999","20,500","4.3","Filtration Capacity: 18 L/hr"
436,"Aqua Fresh CRYSTAL BLACK+ LED COPPER+RO+UV+TDS 12 L electric borewell water purifier 12 L RO + UV + Co...","3,999","16,999","3.6","Filtration Capacity: 12 L/hr"
437,"Apeiron Water Purifier With Ceramic Candle 24 L Gravity Based Water Purifier","1,479","2,285","3.6","NA"
438,"fedula 15 L Mineral Pot Water Purifier | Non Electric Water Purifier 15 L Gravity Based + UF Water Pur...","1,155","2,800","2.8","Filtration Capacity: 20 L/hr"
439,"Maxpure MOD2021UP 12 L RO + UF + UV + UV_LED + TDS Control Water Purifier","3,780","12,999",NULL,"1 YEAR"
440,"Aquaguard REGAL RO+UV+TA+MC 6.5 L RO + UV + UF + TDS Water Purifier","13,739","19,000","4.2","1 YEAR COMPREHENSIVE WARRANTY"
441,"NILE Merlin Automatic Water Purifier with LED Indicator 15 L RO + UV + UF + Copper Water Purifier","13,999","50,000",NULL,"Full Cover"
442,"Pureit CLASSIC RO+MF 7 L RO + MF Water Purifier","8,190","10,799","4.4","NA"
443,"HAVELLS Max 7 L RO + UV Water Purifier 8 Stages, Patented Corner/wall mounting","14,990","18,899","4.2","1 Year Warranty"
444,"Rama Gravity Water Filter 17L Storage with 2 Spirit Candles and Plastic Tap 17 L Gravity Based Water P...","4,975","7,599","3.7","Warranty covers only water filter. Not applicable for accessories"
445,"Kinsco Aqua Style 15 L RO + UV + UF + TDS Water Purifier with Prefilter","5,689","20,000","3.3","Filtration Capacity: 15 L/hr"
446,"Aquaguard Premier Smart Active Copper (Ro+Uv+Mtds+Ac) 6.2 L RO + UV + MTDS Water Purifier","16,490","22,000","5","1 Year Manufacturing Warranty."
447,"LIVPURE LIV-PEP-PRO-GRAND-COPPER 7 L RO + UV + Mineraliser Water Purifier","13,500","16,490","4.1","The product is warranted against any manufacturing defects arising out of any faulty or defective material on workmanship for a period of 12 months from the date of final invoice to customer commitment shall be applicable."
448,"Aquaguard Astor Alkaline 6.2 L RO + UV + MTDS Water Purifier","15,600","22,990","4.1","1 Year Comprehensive Domestic Warranty"
449,"Aqua Ace 5 STAGE WATER PURIFIER 35 L UV Water Purifier","1,969","5,999","3.8","1 Year Warranty On All Electric Parts I.e Booster Pump & SMPS "
450,"FABER FWP XUV 8000 (UV+UF+ Alkaline) 7 L UV + UF + Alkaline Water Purifier Suitable only for Municipal...","6,350","14,990","3.5","1 Year Comprehensive"
451,"Aqua Fresh Titanium Grey 2 Years Warranty India 1st BIS (IS 16240 :2023) CM/L8100159306 8 L RO + UV + ...","6,299","16,500","4","Filtration Capacity: 15 L/hr"
452,"Aqua Fresh MINERAL FILTER &PURIFIER POT 16 L NON ELECTRIC 16 L Gravity Based + EAT Water Purifier","918","2,999","3.8","MANUFACTURING DEFECT ONLY"
453,"Aqua Fresh NYC white 12 L RO + UV + UF Water Purifier","4,549","9,999","3.5","TERMS AND CONDITION 1) Installation provided by seller charges Paid by customer RS450/- NCR Around 50 KM. "
454,"AquaDpure 50 LPH commercial RO + UV water purifier Plant 50 Liter Per Hour Blue Stainless steel Full A...","11,999","36,999","3.7","Filtration Capacity: 50 L/hr"
455,"Aqua Flow Enterprises ALFA Ultra Smart (MIneral) 12 L RO + UV + UF + TDS Control + UV in Tank Water Pu...","4,999","14,999","3.6","Filtration Capacity: 15 L/hr"
456,"AquaActive MistyROPHUVALKBlack 10 L RO + UV Water Purifier","8,100","25,900","4","Filtration Capacity: 14 L/hr"
457,"Apeiron Water Purifier With Ceramic Candle 30 L Gravity Based Water Purifier","2,499","2,999","3.7","NA"
458,"Sure from Aquaguard A-Star UV Water Purifier","5,999","10,000",NULL,"Filtration Capacity: 120 L/hr"
459,"AquaDpure 25 LPH commercial RO water purifier Plant 25 Liter Per Hour Blue Stainless steel Full Automa...","6,686","21,999","4.6","12 Months offsite warranty on all electronic parts"
460,"Tata Swach 8569362471 18 L RO + UV + UF + Minerals Water Purifier","2,000","2,649",NULL,"na"
461,"aquadeal 4G Hot & Cold , Normal RO UV UF TDS Water Purifier 9 L RO + UV + UF + TDS Water Purifier","13,500","24,990","4.2","Filtration Capacity: 18 L/hr"
462,"Always AQUA SWIFT COPPER ZINC ALKALINE WITH PREFILTER 15 L RO + UV + UF + Copper + TDS Control Water P...","3,749","13,500",NULL,"1 Year offsite warranty on all   electronic parts"
463,"LG Dual Protection Stainless Steel Tank Digital Sterilizing care 8 L RO Water Purifier","19,999",NULL,NULL,"comprehensive"
464,"Aquagrand Skyland 1 Year Warranty| Multi Stage purification Technology | 18 L RO + UV + UF + TDS Water...","3,799","14,500","4.1","Filtration Capacity: 18 L/hr"
465,"KONVIO Steel Gravity 18L with 4 Candel 18 L Gravity Based Water Purifier","2,499","4,499","3.6","Filtration Capacity: 1 L/hr"
466,"AQUA NINE LED Model 12 L RO + UV + UF + TDS Water Purifier","4,998","17,500","4.1","Filtration Capacity: 12 L/hr"
467,"captain pure CAPTAINPURE59 8 L RO + UV + UF + TDS + ALK + Copper Water Purifier","21,990","24,990",NULL,"1 YEAR"
468,"Aquaguard Enhance NXT Ultraviolet (uv+) With Active Copper Zinc Booster Technology UV Water Purifier","9,999","12,400","3.8","1 year"
469,"KONVIO Advance Water Purifier High TDS 3000 Membrane Japanese UV (Blue, ABS Plastic) 12 L RO + UV Wate...","6,499","19,999","3.8","Filtration Capacity: 12 L/hr"
471,"MarQ by Flipkart ESC GOLDEN BLACK SMART AUDI NEXT 14 L RO + UV + UF + TDS + ALK + Copper Water Purifie...","4,199","16,500","4.1","Filtration Capacity: 12 L/hr"
472,"V-Guard Rejive 6.5 L UV + UF Water Purifier","7,799","13,349","3.7","Filtration Capacity: 30 L/hr"
473,"Aqua Health India 2090Black 10 L RO + UV + UF + TDS + Mineral Water Purifier","4,400","17,000",NULL,"Filtration Capacity: 16 L/hr"
474,"G+ Series 3+SERIES001 12 L RO + UV + UF + Copper Guard + pH enhancer Water Purifier","25,990",NULL,NULL,"1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit"
475,"GE FILTRATION Ge 10-INCH PP SPUN FILTER for R.O. Purifiers 5000 L UF Water Purifier","259","1,099","4.1","Not Required"
476,"Home-pro Stainless Steel Water Filter | Non Electric | Long Ceramic Candle 1 | 16 L Gravity Based Wate...","1,300","2,938","3.6","Filtration Capacity: 1 L/hr"
477,"DPW SWIFT RO +UV+UF+TDS+ALKALINE RO WATER PURIFIER 15 L RO + UV Water Purifier","4,139","14,999",NULL,"Filtration Capacity: 12 L/hr"
478,"Aquagrand UNIQUE SAGE Model Advance Technology With SMART LED and COPPER FILTER 12 L RO + UV + UF + Co...","3,999","15,000",NULL,"Filtration Capacity: 12 L/hr"
479,"water solution AQUASOFT SHINE 12 L RO + UV + UF + Minerals Water Purifier","12,500","15,900",NULL,"warranty is applicable on manufacturer/comprehensive warranty on 12 months on motor"
480,"Pureit Revito pro 8 L RO + UV + MF + Minerals Water Purifier","18,880","28,490",NULL,"Only electric part"
481,"Aquagrand Audi Alkaline Filter Technology Purification | 12 L RO + UV + UF + TDS + Alkaline Water Puri...","3,799","17,500","3.9","Filtration Capacity: 12 L/hr"
482,"Aquatec Plus Smart Pure - Under Sink Storage pressure tank 12 L RO + UV + UF + TDS Water Purifier","10,399","24,999","5","Filtration Capacity: 15 L/hr"
483,"Aquaguard AGNOCS2 UV Water Purifier",NULL,NULL,NULL,"NO WARRANTY"
484,"Blair AQUA GLORY RO UV UF TDS 14 L RO + UV + UF + TDS Water Purifier","4,434","17,590","3.9","Filtration Capacity: 15 L/hr"
485,"FINPURE FinpureM 9 L RO + UV + UF + Minerals Water Purifier","14,999","24,999",NULL,"Filtration Capacity: 2 L/hr"
486,"Aquafresh AURA Mineral+ro+uv+uf+tds Electrical ground water purifier15 L 15 L RO + UV + UF + TDS Water...","3,999","12,999","3.5","Filtration Capacity: 12 L/hr"
487,"Oseas aqua Royal  alkaline Technology  Water Purifier 10 L RO Water Purifier","4,499","9,999","3.7","Filtration Capacity: 12 L/hr"
488,"Kaveri AquaFresh Full Transparent BLUE Storm Model 12 L RO + UV + UF + TDS Water Purifier","4,145","17,000",NULL,"Filtration Capacity: 12 L/hr"
489,"Aquaguard Eden +UV+MTDS+SS 31 L RO Water Purifier","23,500","47,500",NULL,"NA"
490,"Purosis AQUAPURO 9 L RO + UV + UF + Alkaline Water Purifier","10,990","19,990",NULL,"Filtration Capacity: 9000 L/hr"
491,"Zero B Power  - Gives Safe Drinking Water from high TDS Water up to 3000ppm 8 L RO Water Purifier","18,900","22,250",NULL,"Filtration Capacity: 15 L/hr"
492,"AquaDart 100 LPH Commercial UV Protection RO Water Purifier Plant Stainless Steel With TDS Adjuster + ...","16,009","36,999","3.8","Filtration Capacity: 100 L/hr"
493,"Apeiron Water Purifier With Ceramic Candle 27 L Gravity Based Water Purifier","2,266","2,449","3.7","NA"
494,"Aquamart RO Water Purifier with Bio Alkaline and Aqua Copper Infuser Technology 12 L RO + UV + UF + TD...","21,999",NULL,"4.4","Filtration Capacity: 6000 L/hr"
495,"LG WW174NPC 8 L RO + UV + MB Water Purifier","29,499",NULL,"4.8","Filtration Capacity: 10 L/hr"
496,"KENT 200062 4000 L Gravity Based + UF Water Purifier","608","670",NULL,"Filtration Capacity: 20 L/hr"
497,"Apeiron Water Purifier With Ceramic Candle 16 L Gravity Based Water Purifier","1,188","1,691","3.6","NA"
498,"KENT Sterling UV 6 L UV + UF Water Purifier","11,999","13,999",NULL,"Filtration Capacity: 60 L/hr"
499,"Purosis Aqua Solve 10 L RO + UF + UV + UV_LED + TDS Control Water Purifier","16,500","17,000",NULL,"Filtration Capacity: 10 L/hr"
500,"Aquaguard Neo RO+UV+TA+MC 6.2 L RO + UV + TA Water Purifier","13,500","23,000","3.9","Filtration Capacity: 12 L/hr"
501,"Tata Swach 48701 12 L UF Water Purifier","2,799","3,000",NULL,"2 year"
502,"Grand plus Grey&white Legend copper alkaline technology With Digital Display 12 L RO + UV + UF + TDS +...","3,999","16,500","3.5","Filtration Capacity: 10 L/hr"
503,"AQUA Red swift Model suitable for borewell, tanker, municipal water with 12 L RO + UV + UF + Minerals ...","4,138","14,500",NULL,"Filtration Capacity: 12 L/hr"
504,"Aquaguard VECTOR RO+UV+MTDS 6.2 L RO + UV + MTDS Water Purifier","16,870","20,000",NULL,"COMPREHENSIVE"
505,"AquaDart 50 LPH Commercial  Water Purifier Plant With TDS Adjuster 50 L RO Water Purifier","10,099","29,999","3.1","Filtration Capacity: 50 L/hr"
506,"Marchio Aqua Grand Plus Copper water Purifier 12 L RO + UF + UV + UV_LED + TDS Control Water Purifier","4,749","18,999",NULL,"Filtration Capacity: 12 L/hr"
507,"KENT Pearl ZW 8 L RO + UV + UF + TDS Water Purifier","17,880","20,500","4.4","1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge"
508,"RUIQUAN NEON Copper RO Water Purifier with UV, UF & TDS Controller for home 12 Liter 12 L RO + UV + UF...","4,236","21,999",NULL,"Filtration Capacity: 12 L/hr"
509,"AquaActive Hot Normal Cold Water Purifier100GPDRO+PH+UV+TDS+MI+Iron Removar+Alkaline 10 L RO + UV + UF...","12,778","34,500","3.8","Filtration Capacity: 15 L/hr"
510,"Beyond water Non Electrical Filter Kit For Drinking in Home Water Purifier 25 L Gravity Based + UF Wat...","1,351","3,499","3.8","Filtration Capacity: 25 L/hr"
511,"MarQ by Flipkart Inno Bepure Golden 25 L Gravity Based Water Purifier","1,799","2,499","3.9","NA"
512,"Aquafresh Alfa Prism ALKALINE VITAMIN B12 + +ALKALINE B12 12 L RO + UV + UF + TDS Water Purifier","4,599","13,999","4","Filtration Capacity: 12 L/hr"
513,"KENT PRIME PLUS 9 L RO + UV + UF + TDS Water Purifier","20,500",NULL,"4.1","Filtration Capacity: 20 L/hr"
514,"aquadeal 14 STAGE 15 L RO + UV + UF + TDS Water Purifier","4,699","15,999","4.3","Filtration Capacity: 15 L/hr"
515,"OZAT PURE WATER 6-Stage Electric Purifier Gravity Base UF FILTER 10000 L UV + UF Water Purifier","2,699","6,999",NULL,"Filtration Capacity: 25 L/hr"
516,"BePURE Ace Copper+ Hot and Normal 9 L RO + UV + UF + TDS + Alkaline Water Purifier with Hot water feat...","11,999","23,999","3.9","Filtration Capacity: 15 L/hr"
517,"Purosis Purosis_Pureaqua Water Purifier (New 2024 Model) 9 L RO + UV + UF + Copper + TDS Control Water...","8,999","18,999",NULL,"1 Year Service Warranty"
518,"Safex LX ONE PREMIUM RO+UV+Alkline+B-12+COPER+SF+CF+PH+Tds Adjuster 10ltr 10 L RO + UV + Minerals Wate...","12,949","19,999",NULL,"Filtration Capacity: 20 L/hr"
